name,description,category,muscle,equipment,difficulty,rating,rating_description,image_url,primary_muscle,muscle_region,secondary_images
plyometric power clean,No description available,strength,legs,Barbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout.",plyometrics,legs,Bodyweight,Intermediate,0.0,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
pop squat on leg press,No description available,strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
posterior tibialis stretch,No description available,stretching,calves,Bands,Intermediate,1.0,Average,,full_muscle,full_muscle,[]
power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",strength,legs,Barbell,Intermediate,8.7,Average,,full_muscle,full_muscle,[]
power clean from blocks,No description available,olympic weightlifting,legs,Barbell,Beginner,9.2,Average,,full_muscle,full_muscle,[]
power partials,No description available,strength,shoulders,Dumbbell,Beginner,9.1,Average,,full_muscle,full_muscle,[]
power snatch,No description available,olympic weightlifting,legs,Barbell,Beginner,9.2,Average,,full_muscle,full_muscle,[]
power snatch from blocks,No description available,olympic weightlifting,legs,Barbell,Beginner,0.0,Average,,full_muscle,full_muscle,[]
power snatch-,"The power snatch is a full-body lift in which the bar is pulled from the floor with a wide grip to the overhead position in one movement. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power snatch can be used as a learning tool for the full snatch, or to train muscular power and strength on its own. It is usually performed for low reps, focusing on power and movement quality.",olympic weightlifting,legs,Barbell,Expert,9.3,Average,,full_muscle,full_muscle,[]
power stairs,No description available,strongman,legs,Other,Beginner,0.0,Average,,full_muscle,full_muscle,[]
preacher curl,"The EZ-bar preacher curl is a classic exercise for building bigger biceps. This move is all about isolation. With the back of the upper arms against the pad, it’s next to impossible to cheat. Go light, get a great pump, and build that peak!",strength,arms,Barbell,Intermediate,8.8,Average,,full_muscle,full_muscle,[]
preacher hammer dumbbell curl,No description available,strength,arms,Dumbbell,Beginner,8.6,Average,,full_muscle,full_muscle,[]
prison push-up,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
prone manual hamstring,No description available,strength,legs,Bodyweight,Intermediate,0.0,,,full_muscle,full_muscle,[]
pull through,No description available,strength,glutes,Cable,Beginner,7.4,Average,,full_muscle,full_muscle,[]
pull-up,"The pull-up is a multijoint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of ""relative strength"" which is strength in relation to body weight.",strength,lats,Bodyweight,Beginner,8.9,Average,,full_muscle,full_muscle,[]
pull-up - gethin variation,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",strength,arms,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
pullups,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",strength,lats,Bodyweight,Intermediate,9.2,Average,,full_muscle,full_muscle,[]
pulsing goblet squat,"The pulsing goblet squat is a simple way to make a popular squat variation more taxing for the lower body and cardiovascular system. They can be done for time or reps, allowing you to get a significant training effect from a light weight in circuit-style training.",strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
push up to side plank,"The push-up to side plank is an upper-body and core-focused exercise combining two popular bodyweight movements. It targets the chest, triceps, and shoulders with the push-up, and the obliques and hip external rotator muscles with the side plank. It can be performed as part of a dynamic warm-up or any bodyweight strength-training workout.",strength,chest,Bodyweight,Intermediate,7.1,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals,"chest_pectorals, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
push-jerk,"The push-jerk is a movement in which the barbell is pushed from the front rack position to overhead with help from the legs. It differs from the push-press in that the lifter dips under the bar rather than simply pushing it up. It is popular in CrossFit workouts and Olympic weightlifting, as well as power training for athletics. It is usually performed for low reps, focusing on power and movement quality.",olympic weightlifting,legs,Barbell,Intermediate,8.2,Average,,full_muscle,full_muscle,[]
push-press,"The push-press is an overhead press variation in which the barbell is pushed upward with assistance from the lower body. This ""push"" helps the weight travel through the sticking point of a strict press. The push-press is commonly performed as part of barbell complexes, power training for all types of athletics, or as a powerful shoulder exercise.",olympic weightlifting,legs,Barbell,Intermediate,9.3,Average,,full_muscle,full_muscle,[]
push-up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",strength,chest,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
push-up - gethin variation,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",strength,chest,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
push-up roll out - gethin variation,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
push-up sprawl tuck jump,"The push-up sprawl tuck jump is an explosive bodyweight sequence that combines three movements: the push-up, the sprawl, and the tuck jump. It is similar to a burpee, but with a tuck jump at the top. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
push-up to side plank,"The push-up to side plank is an upper-body and core-focused exercise combining two popular bodyweight movements. It targets the chest, triceps, and shoulders with the push-up, and the obliques and hip external rotator muscles with the side plank. It can be performed as part of a dynamic warm-up or any bodyweight strength-training workout.",strength,core,Bodyweight,Intermediate,5.9,,https://kinxlearning.com/cdn/shop/files/muscle-61_500x.jpg?v=1613518563,transverse_core,transverse_core,[]
push-up wide,"The wide push-up is a variation of the push-up with the hands wider than shoulder-width apart. It targets upper-body muscle groups including the chest, shoulders, and triceps, but has more of a chest emphasis than narrower-grip push-up variations. If wide push-ups lead to pain in the front of your shoulder, opt for a narrower version.",strength,chest,Bodyweight,Beginner,8.3,Average,,full_muscle,full_muscle,[]
push-ups - close triceps position,"The close push-up is an upper-body exercise that targets the chest, triceps, and shoulders. The close hand position places more emphasis on the triceps.",strength,arms,Bodyweight,Intermediate,9.0,Average,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,[]
push-ups with feet on an exercise ball,No description available,strength,chest,Bodyweight,Intermediate,8.5,Average,,full_muscle,full_muscle,[]
pushups,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",strength,chest,Bodyweight,Intermediate,9.2,Average,,full_muscle,full_muscle,[]
pvc shoulder stretch,No description available,stretching,shoulders,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
pyramid,No description available,stretching,lower back,Bodyweight,Intermediate,1.0,Average,,full_muscle,full_muscle,[]
quadriceps smr,"Quadriceps self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quad muscles of the upper leg, some people find they can cause this often painful and tight muscle group to relax or ""release."" Quadriceps SMR is often accompanied by SMR on the calf, glute, or hip muscles, or by stretches that target the calves or quads.",stretching,legs,Foam Roll,Intermediate,5.4,Average,,full_muscle,full_muscle,[]
quick leap,No description available,plyometrics,legs,Bodyweight,Intermediate,0.0,,,full_muscle,full_muscle,[]
rack deadlift - gethin variation,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.",strength,legs,Barbell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
rack delivery,No description available,olympic weightlifting,shoulders,Barbell,Beginner,0.0,,,full_muscle,full_muscle,[]
rack pull,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can be used to strengthen deadlift lockout, but also as a deadlift alternative for people who can't deadlift from the floor without pain.",powerlifting,lower back,Barbell,Intermediate,8.3,Average,,full_muscle,full_muscle,[]
rack pull - gethin variation,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.",strength,lower back,Other,Intermediate,5.9,,,full_muscle,full_muscle,[]
rack pull with bands,No description available,powerlifting,lower back,Barbell,Beginner,8.5,Average,,full_muscle,full_muscle,[]
reach crunch,The reach crunch is a bodyweight core exercise that involves keeping the arms raised toward the ceiling while performing a crunch. It can be performed for time or reps as part of any abs-focused circuit or workout.,strength,core,Bodyweight,Intermediate,5.9,,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis,rectus_abdominis,[]
reach-roll-lift combo,"The reach-roll-lift combo is a mobility drill for the upper back and shoulders. It can be part of a dynamic warm-up for upper-body workouts, or as postural training anytime.",stretching,shoulders,Other,Intermediate,5.9,,,full_muscle,full_muscle,[]
rear leg raises,No description available,stretching,legs,Bodyweight,Beginner,3.4,Average,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis_lower,rectus_abdominis_lower,[]
recumbent bike,No description available,cardio,legs,Machine,Beginner,8.2,Average,,"full_muscle, cardio_system","full_muscle, cardio_system",[]
return push from stance,No description available,plyometrics,shoulders,Bodyweight,Intermediate,0.0,,,full_muscle,full_muscle,[]
reverse ab roll-out,"The reverse ab roll-out is an exercise targeting the abdominals. It's a twist on the ab wheel roll-out, and is similar to a body saw exercise, only performed on a foam roller. Instead of your arms moving and your lower body remaining stationary, your lower body moves and your arms remain stationary. Beginners may need to use a limited range of motion.",strength,core,Other,Intermediate,5.9,,,full_muscle,full_muscle,[]
reverse band bench press,No description available,powerlifting,arms,Barbell,Beginner,0.0,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_lower,"chest_pectorals_lower, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
reverse band deadlift,No description available,powerlifting,lower back,Barbell,Beginner,0.0,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
reverse band power squat,No description available,powerlifting,legs,Barbell,Beginner,0.0,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
reverse band sumo deadlift,No description available,powerlifting,legs,Barbell,Beginner,0.0,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
reverse barbell preacher curls,"The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise. If it is uncomfortable to the wrists, try performing it on the angles of an EZ-curl bar.",strength,arms,E-Z Curl Bar,Beginner,8.8,Average,,full_muscle,full_muscle,[]
reverse barbell row,No description available,strength,lats,Barbell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
reverse burpee,No description available,plyometrics,legs,Bodyweight,Beginner,0.0,,,full_muscle,full_muscle,[]
reverse cable curl,No description available,strength,arms,Cable,Beginner,8.7,Average,,full_muscle,full_muscle,[]
reverse crunch,"The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.",strength,core,Bodyweight,Intermediate,8.8,Average,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis_lower,rectus_abdominis_lower,[]
reverse diagonal skaters,No description available,strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
reverse flyes with external rotation,No description available,strength,shoulders,Dumbbell,Beginner,8.0,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_lower,"chest_pectorals_lower, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
reverse grip triceps pushdown,"The reverse-grip cable straight-bar push-down is a twist on the popular cable straight-bar push-down. The difference has to do with how the hands are positioned holding the bar: the palms facing up rather than down. Because grip will be a limiting factor, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or higher.",strength,arms,Cable,Intermediate,9.0,Average,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,[]
reverse hyperextension,No description available,strength,legs,Machine,Beginner,8.0,Average,,full_muscle,full_muscle,[]
reverse lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",stretching,legs,Bodyweight,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
reverse lunge rotation,No description available,strength,legs,Bodyweight,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
reverse machine flyes,"The machine rear delt fly is an exercise targeting the rear head of the shoulder muscle or deltoids, as well as the muscles of the upper back. It's sort of the reverse of the machine chest fly, and is sometimes performed on the same machine, but facing the opposite direction. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",strength,shoulders,Machine,Intermediate,8.2,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_lower,"chest_pectorals_lower, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
reverse plate curls,No description available,strength,arms,Other,Beginner,7.2,Average,,full_muscle,full_muscle,[]
reverse-grip barbell curl,"The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise. If it is uncomfortable to the wrists, try performing it on the angles of an EZ-curl bar.",strength,arms,Barbell,Intermediate,8.2,Average,,full_muscle,full_muscle,[]
reverse-grip bench press,"The reverse-grip bench press is a popular barbell exercise targeting the chest, triceps, and forearms. The main difference between this exercise and the standard bench press is that the grip is underhand, not overhand. This helps target both the upper chest and the triceps. This lift can feel awkward at first, so go light and don't be afraid to use a spotter.",strength,arms,Barbell,Intermediate,8.3,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_lower,"chest_pectorals_lower, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
reverse-grip bent-over row,"The reverse-grip bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is thought to target the biceps and lats a bit more directly than overhand barbell rows. Because it can be loaded heavily, it is a popular movement in strength and muscle-focused upper-body workouts.",strength,middle back,Barbell,Intermediate,9.2,Average,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
reverse-grip cable straight-bar push-down,"The reverse-grip cable straight-bar push-down is a twist on the popular cable straight-bar push-down. The difference has to do with how the hands are positioned holding the bar: the palms facing up rather than down. Because grip will be a limiting factor, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or higher.",strength,arms,Cable,Intermediate,5.9,,,full_muscle,full_muscle,[]
reverse-grip cable triceps pushdown - gethin variation,"The reverse-grip cable straight-bar push-down is a twist on the popular cable straight-bar push-down. The difference has to do with how the hands are positioned holding the bar: the palms facing up rather than down. Because grip will be a limiting factor, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or higher.",strength,arms,Cable,Intermediate,5.9,,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,[]
reverse-grip dumbbell curl,"With the reverse-grip dumbbell curl, the palms face down, not up. This unorthodox wrist position simultaneously targets the biceps while also building forearm and grip strength. The move can be performed standing or seated. Because grip is a limiting factor, it is usually performed for moderate to high reps, such as 8-10 reps per set.",strength,arms,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
reverse-grip ez-bar curl,"The reverse-grip EZ-bar curl is an exercise targeting the biceps and forearms. Because grip strength is a limitation with this move, it is often performed for moderate to high reps as part of an upper-body or arm-focused workout.",strength,arms,Barbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
reverse-grip hands-elevated push-up,"The reverse-grip hands-elevated push-up is a bodyweight exercise performed on a Smith machine or other elevated surface. It targets the chest, triceps, and shoulders. It can work as a regression of floor reverse-grip push-ups, or in a progressive mechanical dropset moving the bar up once you reach failure at a lower height.",strength,chest,Bodyweight,Beginner,0.0,Average,,full_muscle,full_muscle,[]
reverse-grip incline dumbbell bench press,"The reverse-grip incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Pressing with a reverse grip targets the upper chest in particular, especially when performed on an incline. This press variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",strength,chest,Dumbbell,Beginner,8.9,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_upper,"chest_pectorals_upper, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
reverse-grip lat pull-down,"The reverse-grip lat pull-down is variation on the lat pull-down that targets the lower lats more than an overhand grip. Because the hands are relatively close together, it also increases the range of motion beyond wider-grip pull-down variations. It can be performed for low reps, such as 5-6 per set, for back strength, or for higher reps for size.",strength,lats,Machine,Intermediate,8.5,Average,,full_muscle,full_muscle,[]
rg 3-way single-arm rear delt cable fly,No description available,strength,shoulders,Cable,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals,"chest_pectorals, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
rg alternating seated dumbbell lateral raise,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_lateral,shoulders_lateral,[]
rg forward-leaning dumbbell upright row,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
rg seated dumbbell shoulder press,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,[]
rg single-arm cross-body cable front raise,No description available,strength,shoulders,Cable,Intermediate,5.9,,,full_muscle,full_muscle,[]
rhomboids smr,"Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Rhomboids SMR is often accompanied by SMR on the lats, or by stretches that target the rhomboids or lats.",stretching,middle back,Bodyweight,Intermediate,5.7,Average,,full_muscle,full_muscle,[]
rickshaw carry,No description available,strongman,forearms,Other,Beginner,9.6,Average,,full_muscle,full_muscle,[]
rickshaw deadlift,No description available,strongman,legs,Other,Beginner,0.0,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
ring dip,"The ring dip is an upper-body strength exercise performed on gymnastic rings. It targets the muscles of the chest, triceps, and shoulders, but is also quite taxing to the core. It is generally considered to be more difficult than dips performed on parallel bars. It is common in gymnastics training and CrossFit workouts, but is also a simple way to make dips more challenging for any strength athlete.",strength,arms,Bodyweight,Intermediate,8.8,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals,"chest_pectorals, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
roberston push-up to down dog,No description available,strength,chest,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
robertson core-engaged dead bug,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
robertson half-kneeling landmine press,No description available,strength,lats,Machine,Intermediate,5.9,,,full_muscle,full_muscle,[]
robertson kettlebell jump,No description available,strength,legs,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
robertson sprinter step-up,No description available,strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
roc everest,No description available,cardio,core,Other,Intermediate,5.9,,,"full_muscle, cardio_system","full_muscle, cardio_system",[]
rocket jump,No description available,plyometrics,legs,Bodyweight,Beginner,8.0,Average,,full_muscle,full_muscle,[]
rocking standing calf raise,No description available,strength,calves,Barbell,Beginner,8.7,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Calves.jpg?v=1601051316,calves_gastrocnemius,calves_gastrocnemius,[]
rocky pull-ups/pulldowns,No description available,strength,lats,Other,Beginner,9.0,Average,,full_muscle,full_muscle,[]
rolling triceps press,"The rolling triceps press is a dynamic triceps exercise that is popular as a bench press accessory movement among powerlifters. It can be done in traditional muscle-building rep ranges, such as 8-12 reps per set, or for very high reps of 50-100 reps per set to boost triceps size and strength. It can be performed on a bench or on the floor if a bench is unavailable.",strength,arms,Dumbbell,Intermediate,5.9,,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,[]
roman chair side ups,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
romanian deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",strength,legs,Barbell,Intermediate,8.1,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
romanian deadlift from deficit,No description available,olympic weightlifting,legs,Barbell,Beginner,9.2,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
romanian deadlift with dumbbells,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",strength,legs,Dumbbell,Beginner,9.4,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
romanian deadlift with kettlebell,No description available,strength,legs,Kettlebell,Beginner,8.0,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
rope climb,"The rope climb is an exercise that is used commonly in CrossFit workouts and as a test of upper-body strength. It was even contested at the Olympics in the early 20th century. It targets a wide range of upper-body musculature, including the hands and forearms, shoulders, biceps, lats (latissimus dorsi), and core.",strength,lats,Bodyweight,Intermediate,8.7,Average,,full_muscle,full_muscle,[]
